file_name,segment_id,segment_type,gold_text,is_required,evaluation_scope,reviewer_note
img_8.jpg,chip_9000s_little_04_core,cpu_core_name,A510,TRUE,business_content,9000S第四颗能效核心名称
img_8.jpg,chip_9000s_little_04_clock,clock_speed,1.5GHz,TRUE,business_content,9000S第四颗能效核心频率
img_8.jpg,chip_9000s_little_cache_01,cache_size,256KB L2,TRUE,business_content,9000S第一组能效核心二级缓存
img_8.jpg,chip_9000s_little_cache_02,cache_size,256KB L2,TRUE,business_content,9000S第二组能效核心二级缓存
img_8.jpg,chip_9010_label,chip_label,Kirin 9010,TRUE,business_content,下方芯片名称
img_8.jpg,chip_9010_super_01_core,cpu_core_name,泰山超大核,TRUE,business_content,9010超大核名称
img_8.jpg,chip_9010_super_01_clock,clock_speed,2.3GHz,TRUE,business_content,9010超大核频率
img_8.jpg,chip_9010_super_01_cache,cache_size,1MB L2,TRUE,business_content,9010超大核二级缓存
img_8.jpg,chip_9010_big_01_core,cpu_core_name,泰山大核,TRUE,business_content,9010第一颗大核名称
img_8.jpg,chip_9010_big_01_clock,clock_speed,2.18GHz,TRUE,business_content,9010第一颗大核频率
img_8.jpg,chip_9010_big_01_cache,cache_size,512KB L2,TRUE,business_content,9010第一颗大核二级缓存
img_8.jpg,chip_9010_big_02_core,cpu_core_name,泰山大核,TRUE,business_content,9010第二颗大核名称
img_8.jpg,chip_9010_big_02_clock,clock_speed,2.18GHz,TRUE,business_content,9010第二颗大核频率
img_8.jpg,chip_9010_big_02_cache,cache_size,512KB L2,TRUE,business_content,9010第二颗大核二级缓存
img_8.jpg,chip_9010_big_03_core,cpu_core_name,泰山大核,TRUE,business_content,9010第三颗大核名称
img_8.jpg,chip_9010_big_03_clock,clock_speed,2.18GHz,TRUE,business_content,9010第三颗大核频率
img_8.jpg,chip_9010_big_03_cache,cache_size,512KB L2,TRUE,business_content,9010第三颗大核二级缓存
img_8.jpg,chip_9010_little_01_core,cpu_core_name,A510,TRUE,business_content,9010第一颗能效核心名称
img_8.jpg,chip_9010_little_01_clock,clock_speed,1.55GHz,TRUE,business_content,9010第一颗能效核心频率
img_8.jpg,chip_9010_little_02_core,cpu_core_name,A510,TRUE,business_content,9010第二颗能效核心名称
img_8.jpg,chip_9010_little_02_clock,clock_speed,1.55GHz,TRUE,business_content,9010第二颗能效核心频率
img_8.jpg,chip_9010_little_03_core,cpu_core_name,A510,TRUE,business_content,9010第三颗能效核心名称
img_8.jpg,chip_9010_little_03_clock,clock_speed,1.55GHz,TRUE,business_content,9010第三颗能效核心频率
img_8.jpg,chip_9010_little_04_core,cpu_core_name,A510,TRUE,business_content,9010第四颗能效核心名称
img_8.jpg,chip_9010_little_04_clock,clock_speed,1.55GHz,TRUE,business_content,9010第四颗能效核心频率
img_8.jpg,chip_9010_little_cache_01,cache_size,256KB L2,TRUE,business_content,9010第一组能效核心二级缓存
img_8.jpg,chip_9010_little_cache_02,cache_size,256KB L2,TRUE,business_content,9010第二组能效核心二级缓存
img_9.jpg,left_chip_title,diagram_title,麒麟9000S,TRUE,business_content,左侧结构图芯片标题
img_9.jpg,left_core_title,diagram_title,泰山大核,TRUE,business_content,左侧结构图核心类型
img_9.jpg,right_chip_title,diagram_title,麒麟9010,TRUE,business_content,右侧结构图芯片标题
img_9.jpg,right_core_title,diagram_title,泰山超大核,TRUE,business_content,右侧结构图核心类型
img_9.jpg,shared_frontend_label,diagram_group_label,前端,TRUE,business_content,结构图前端分区标签
img_9.jpg,shared_backend_label,diagram_group_label,后端,TRUE,business_content,结构图后端分区标签
img_9.jpg,left_integer_label,diagram_group_label,整数,TRUE,business_content,左侧整数执行分区标签
img_9.jpg,left_float_label,diagram_group_label,浮点,TRUE,business_content,左侧浮点执行分区标签
img_9.jpg,right_integer_label,diagram_group_label,整数,TRUE,business_content,右侧整数执行分区标签
img_9.jpg,right_float_label,diagram_group_label,浮点,TRUE,business_content,右侧浮点执行分区标签
img_9.jpg,left_l1_instruction_cache,pipeline_module,L1 Instruction Cache,TRUE,business_content,左侧前端一级指令缓存
img_9.jpg,left_fetch_branch,pipeline_module,Fetch & Branch Prediction,TRUE,business_content,左侧取指与分支预测模块
img_9.jpg,left_integer_prf,pipeline_module,Integer PRF 158 Entry,TRUE,business_content,左侧整数物理寄存器文件容量
img_9.jpg,left_fp_simd_prf,pipeline_module,FP & SIMD PRF 160 Entry,TRUE,business_content,左侧浮点与SIMD物理寄存器文件容量
img_9.jpg,left_decode,pipeline_module,6 Wide Decode,TRUE,business_content,左侧解码宽度
img_9.jpg,left_map_rename,pipeline_module,Map & Rename,TRUE,business_content,左侧映射与重命名模块
img_9.jpg,left_issue_width,pipeline_module,6 μ-ops,TRUE,business_content,左侧后端发射宽度标注
img_9.jpg,left_int_scheduler,scheduler_module,INT Scheduler 80 Entry,TRUE,business_content,左侧整数调度器容量
img_9.jpg,left_ldst_scheduler,scheduler_module,LD & ST Scheduler 40 Entry,TRUE,business_content,左侧读写调度器容量
img_9.jpg,left_fp_scheduler,scheduler_module,FP Scheduler 56 Entry,TRUE,business_content,左侧浮点调度器容量
img_9.jpg,left_reorder_buffer,buffer_size,Re-order Buffer 504 Entry,TRUE,business_content,左侧重排序缓冲容量
img_9.jpg,left_stq,buffer_size,STQ 71 Entry,TRUE,business_content,左侧存储队列容量
img_9.jpg,left_ldq,buffer_size,LDQ 109 Entry,TRUE,business_content,左侧加载队列容量
img_9.jpg,left_l1_data_cache,cache_module,L1 Data Cache,TRUE,business_content,左侧一级数据缓存
img_9.jpg,left_l1d_tlb,tlb_size,L1D TLB 128 pages,TRUE,business_content,左侧一级数据TLB容量
img_9.jpg,left_l2d_tlb,tlb_size,L2D TLB 1024 pages,TRUE,business_content,左侧二级数据TLB容量
img_9.jpg,right_l1_instruction_cache,pipeline_module,L1 Instruction Cache,TRUE,business_content,右侧前端一级指令缓存
img_9.jpg,right_fetch_branch,pipeline_module,Fetch & Branch Prediction,TRUE,business_content,右侧取指与分支预测模块
img_9.jpg,right_integer_prf,pipeline_module,Integer PRF 222 Entry,TRUE,business_content,右侧整数物理寄存器文件容量
img_9.jpg,right_fp_simd_prf,pipeline_module,FP & SIMD PRF 222 Entry,TRUE,business_content,右侧浮点与SIMD物理寄存器文件容量
img_9.jpg,right_decode,pipeline_module,8 Wide Decode,TRUE,business_content,右侧解码宽度
img_9.jpg,right_map_rename,pipeline_module,Map & Rename,TRUE,business_content,右侧映射与重命名模块
img_9.jpg,right_issue_width,pipeline_module,8 μ-ops,TRUE,business_content,右侧后端发射宽度标注
img_9.jpg,right_int_scheduler,scheduler_module,INT Scheduler ~105 Entry,TRUE,business_content,右侧整数调度器容量
img_9.jpg,right_ldst_scheduler,scheduler_module,LD & ST Scheduler 28 Entry,TRUE,business_content,右侧读写调度器容量
img_9.jpg,right_fp_scheduler,scheduler_module,FP Scheduler 96 Entry,TRUE,business_content,右侧浮点调度器容量
img_9.jpg,right_reorder_buffer,buffer_size,Re-order Buffer 442 Entry,TRUE,business_content,右侧重排序缓冲容量
img_9.jpg,right_stq,buffer_size,STQ 68 Entry,TRUE,business_content,右侧存储队列容量
img_9.jpg,right_ldq,buffer_size,LDQ 163 Entry,TRUE,business_content,右侧加载队列容量
img_9.jpg,right_l1_data_cache,cache_module,L1 Data Cache 64KB,TRUE,business_content,右侧一级数据缓存容量
img_9.jpg,right_l1d_tlb,tlb_size,L1D TLB 256 pages,TRUE,business_content,右侧一级数据TLB容量
img_9.jpg,right_l2d_tlb,tlb_size,L2D TLB 1024 pages,TRUE,business_content,右侧二级数据TLB容量
